   0.2574273E+02   0.4512966E-04   0.0000000E+00   0.0000000E+00
   0.2575273E+02   0.4512952E-04   0.0000000E+00   0.0000000E+00
   0.2576273E+02   0.4512938E-04   0.0000000E+00   0.0000000E+00
   0.2577273E+02   0.4512924E-04   0.0000000E+00   0.0000000E+00
   0.2578273E+02   0.4512909E-04   0.0000000E+00   0.0000000E+00
   0.2579273E+02   0.4512895E-04   0.0000000E+00   0.0000000E+00
   0.2580273E+02   0.4512881E-04   0.0000000E+00   0.0000000E+00
   0.2581273E+02   0.4512866E-04   0.0000000E+00   0.0000000E+00
   0.2582273E+02   0.4512852E-04   0.0000000E+00   0.0000000E+00
   0.2583273E+02   0.4512838E-04   0.0000000E+00   0.0000000E+00
   0.2584273E+02   0.4512824E-04   0.0000000E+00   0.0000000E+00
   0.2585273E+02   0.4512809E-04   0.0000000E+00   0.0000000E+00
   0.2586273E+02   0.4512795E-04   0.0000000E+00   0.0000000E+00
   0.2587273E+02   0.4512781E-04   0.0000000E+00   0.0000000E+00
   0.2588273E+02   0.4512767E-04   0.0000000E+00   0.0000000E+00
   0.2589273E+02   0.4512752E-04   0.0000000E+00   0.0000000E+00
   0.2590273E+02   0.4512738E-04   0.0000000E+00   0.0000000E+00
   0.2591273E+02   0.4512724E-04   0.0000000E+00   0.0000000E+00
   0.2592273E+02   0.4512709E-04   0.0000000E+00   0.0000000E+00
   0.2593273E+02   0.4512695E-04   0.0000000E+00   0.0000000E+00
   0.2594273E+02   0.4512681E-04   0.0000000E+00   0.0000000E+00
   0.2595273E+02   0.4512667E-04   0.0000000E+00   0.0000000E+00
   0.2596273E+02   0.4512652E-04   0.0000000E+00   0.0000000E+00
   0.2597273E+02   0.4512638E-04   0.0000000E+00   0.0000000E+00
   0.2598159E+02   0.4512625E-04   0.0000000E+00   0.0000000E+00
   0.2598371E+02   0.4512621E-04   0.0000000E+00   0.0000000E+00
   0.2598683E+02   0.4512627E-04   0.0000000E+00   0.0000000E+00
   0.2599143E+02   0.4512673E-04   0.0000000E+00   0.0000000E+00
   0.2599821E+02   0.4512829E-04   0.0000000E+00   0.0000000E+00
   0.2600804E+02   0.4513249E-04   0.0000000E+00   0.0000000E+00
   0.2601788E+02   0.4513919E-04   0.0000000E+00   0.0000000E+00
   0.2602772E+02   0.4514855E-04   0.0000000E+00   0.0000000E+00
   0.2603755E+02   0.4516078E-04   0.0000000E+00   0.0000000E+00
   0.2604739E+02   0.4517606E-04   0.0000000E+00   0.0000000E+00
