-0.251	0.
-0.25	-0.0006864535434593066
-0.249	-0.0007030843419755561
-0.248	-0.0007201129447582131
-0.247	-0.0007375508301306527
-0.246	-0.0007554099039962167
-0.245	-0.0007737025200692289
-0.244	-0.000792441501249452
-0.243	-0.0008116401621789853
-0.242	-0.0008313123330625322
-0.241	-0.0008514723848349052
-0.24	-0.0008721352557251841
-0.23900000000000002	-0.0008933164793582846
-0.23800000000000002	-0.0009150322144211833
-0.23700000000000002	-0.0009372992760254772
-0.23600000000000002	-0.0009601351688672406
-0.23500000000000001	-0.0009835581222691165
-0.234	-0.0010075871272304448
-0.233	-0.00103224197560669
-0.232	-0.0010575433015300824
-0.231	-0.0010835126252151694
-0.23	-0.0011101723992801575
-0.229	-0.0011375460577232005
-0.228	-0.0011656580677384637
-0.227	-0.0011945339844715967
-0.226	-0.001224200508942176
-0.225	-0.0012546855493053987
-0.224	-0.0012860182855798951
-0.223	-0.001318229238088998
-0.222	-0.0013513503398213944
-0.221	-0.001385415012882105
-0.22	-0.0014204582492736444
-0.219	-0.0014565166962442779
-0.218	-0.0014936287464199904
-0.217	-0.001531834632984324
-0.216	-0.0015711765301144247
-0.215	-0.0016116986590098384
-0.214	-0.0016534473996769846
-0.213	-0.0016964714088755636
-0.212	-0.0017408217443281287
-0.211	-0.0017865519956532952
-0.21	-0.0018337184221975413
-0.209	-0.001882380098053789
-0.20800000000000002	-0.001932599064653266
-0.20700000000000002	-0.001984440491052703
-0.20600000000000002	-0.0020379728424077975
-0.20500000000000002	-0.002093268056644422
-0.20400000000000001	-0.0021504017299101273
-0.203	-0.002209453310751172
-0.202	-0.002270506303528448
-0.201	-0.0023336484810477314
-0.2	-0.0023989721068425544
-0.199	-0.002466574167087272
-0.198	-0.002536556612407419
-0.197	-0.002609026609630622
-0.196	-0.002684096803581705
-0.195	-0.002761885588898485
-0.194	-0.0028425173918792024
-0.193	-0.002926122962206408
-0.192	-0.0030128396744158953
-0.191	-0.0031028118388993996
-0.19	-0.0031961910220366808
-0.189	-0.003293136375125793
-0.188	-0.0033938149715613155
-0.187	-0.003498402151694298
-0.186	-0.0036070818745779776
-0.185	-0.0037200470758513887
-0.184	-0.00383750003077795
-0.183	-0.0039596527213252315
-0.182	-0.004086727206091981
-0.181	-0.004218955991829718
-0.18	-0.004356582404881531
-0.179	-0.004499860961162523
-0.178	-0.004649057732822905
-0.177	-0.004804450709686669
-0.176	-0.004966330153678967
-0.17500000000000002	-0.005134998943963833
-0.17400000000000002	-0.005310772910765003
-0.17300000000000001	-0.005493981155596827
-0.17200000000000001	-0.005684966355610902
-0.171	-0.0058840850496705895
-0.17	-0.006091707904083397
-0.169	-0.006308219955445807
-0.168	-0.006534020828530524
-0.167	-0.0067695249271381595
-0.166	-0.007015161595896717
-0.165	-0.007271375251304864
-0.164	-0.007538625480541876
-0.163	-0.00781738710661801
-0.162	-0.008108150219347092
-0.161	-0.008411420171094338
-0.16	-0.008727717537700018
-0.159	-0.009057578044525573
-0.158	-0.009401552458602414
-0.157	-0.00976020644826697
-0.156	-0.010134120411938006
-0.155	-0.010523889278589611
-0.154	-0.010930122282761849
-0.153	-0.011353442717404972
-0.152	-0.011794487668675892
-0.151	-0.012253907736824218
-0.15	-0.012732366747908855
-0.149	-0.013230541461374585
-0.148	-0.013749121278678342
-0.147	-0.01428880795835521
-0.146	-0.01485031534276457
-0.145	-0.01543436910174352
-0.14400000000000002	-0.016041706498250388
-0.14300000000000002	-0.016673076180322707
-0.14200000000000002	-0.017329238003607094
-0.14100000000000001	-0.018010962887644894
-0.14	-0.018719032708448373
-0.139	-0.019454240229007318
-0.138	-0.0202173890680734
-0.137	-0.021009293706466325
-0.136	-0.021830779528949358
-0.135	-0.022682682898020282
-0.134	-0.02356585125482606
-0.133	-0.02448114324058526
-0.132	-0.02542942883037709
-0.131	-0.026411589469929875
-0.13	-0.027428518203865163
-0.129	-0.02848111978275829
-0.128	-0.02957031073480329
-0.127	-0.03069701938609886
-0.126	-0.03186218581264573
-0.125	-0.03306676170580968
-0.124	-0.03431171013102598
-0.123	-0.035598005159952956
-0.122	-0.03692663135369231
-0.121	-0.038298583075227315
-0.12	-0.03971486360746769
-0.11900000000000001	-0.04117648405336985
-0.11800000000000001	-0.04268446199390673
-0.117	-0.04423981987944786
-0.116	-0.04584358312981651
-0.115	-0.047496777918076896
-0.114	-0.04920042861419982
-0.113	-0.05095555486312551
-0.112	-0.05276316827462743
-0.111	-0.05462426870040385
-0.11	-0.056539840077002954
-0.109	-0.05851084581206499
-0.108	-0.06053822369433005
-0.107	-0.06262288030775305
-0.106	-0.06476568493321942
-0.105	-0.06696746292204919
-0.10400000000000001	-0.06922898852857572
-0.10300000000000001	-0.07155097719167611
-0.10200000000000001	-0.07393407725761436
-0.101	-0.07637886114072477
-0.1	-0.07888581592185573
-0.099	-0.08145533338898095
-0.098	-0.08408769952945992
-0.097	-0.08678308348845105
-0.096	-0.08954152601428467
-0.095	-0.09236292741795903
-0.094	-0.09524703508124228
-0.093	-0.09819343055499372
-0.092	-0.10120151629858627
-0.091	-0.10427050211900525
-0.09	-0.10739939137818637
-0.089	-0.11058696704720052
-0.088	-0.11383177769467903
-0.08700000000000001	-0.11713212350929385
-0.08600000000000001	-0.12048604246470754
-0.085	-0.12389129674748026
-0.084	-0.12734535957817086
-0.083	-0.1308454025659113
-0.082	-0.13438828374688327
-0.081	-0.13797053646522
-0.08	-0.1415883592634019
-0.079	-0.1452376069548513
-0.078	-0.14891378305666658
-0.077	-0.1526120337638282
