0,8.12968169122801e-06,0.008016087949268188,21.1,8.129681767181902e-06,0.010047311224429463,20.85
1,3.215634612099758e-07,0.008990035244273675,21.25,3.215634612099758e-07,0.008990035244273675,21.25
2,0.00012777260958961252,0.01038566701839848,17.5,0.00014634540735943515,0.018049134723597465,20.7
3,1.4578316346601817e-05,0.007496882452723236,21.25,1.4578316346601817e-05,0.007496882452723236,21.25
4,1.5967333703675126e-06,0.005351909394331577,21.15,1.596733414682862e-06,0.007536071411740638,20.85
5,3.1133315596273763e-06,0.006191607466380262,21.25,3.1133319432263885e-06,0.010335025376921003,20.7
6,8.316701100937451e-07,0.009718980117152621,21.25,8.316702393888835e-07,0.016833810891727603,20.7
7,1.6447321788768546e-06,0.006368436346782143,21.1,1.6447324176281703e-06,0.011348972366748516,20.7
8,2.3281051795920064e-05,0.006767085597014397,21.25,2.3281256277879367e-05,0.009024325025262615,20.7
9,6.344405835502723e-06,0.006354118327405963,21.1,6.3444059617564924e-06,0.00981822529190407,20.7
10,2.0667903374885643e-05,0.00832243040070217,21.25,2.0668034516248982e-05,0.011569704641629009,20.7
11,4.411776211059331e-05,0.00844369674780105,19.95,5.1048694285015326e-05,0.013186509433186024,20.7
12,2.5414044923862052e-05,0.00898637356742005,21.1,2.541454248040584e-05,0.012819897939764482,20.7
13,6.844620696645453e-05,0.01726534007957157,12.25,7.533355264990006e-05,0.02714174019288904,10.7
14,8.016655468769657e-07,0.006611214064979145,21.2,8.016655727216978e-07,0.006715494504084,21.25
15,7.713973743028882e-06,0.007665910582163797,21.1,7.713973743028882e-06,0.007670152973606011,21.05
16,2.5253572914213136e-07,0.007349010851788619,21.25,2.5253574228400223e-07,0.008195796717250424,21.05
17,1.2671101737584197e-05,0.008347433193505246,21.15,1.2671102353317256e-05,0.00847403064509522,21.25
18,1.0140325604942097e-05,0.0070125844505592805,21.25,1.0140325604942097e-05,0.0070125844505592805,21.25
19,3.342035128382992e-05,0.009813489501857552,19.85,3.747684720362382e-05,0.017102154793238927,20.7
20,7.032929661114549e-07,0.007123647424879123,21.25,7.032929661114549e-07,0.007123647424879123,21.25
21,2.2853312444910633e-06,0.006765517425064265,21.2,2.2853314894498517e-06,0.011393205821918348,20.7
22,1.8082042689895168e-05,0.007868858585136982,21.1,1.808206601566127e-05,0.01221257294939264,20.7
23,1.2212646989261642e-06,0.00765648978677839,21.15,1.2212647224143814e-06,0.01393410132536333,20.7
24,8.63996964330778e-07,0.0071891212019198495,21.25,8.63996964330778e-07,0.0071891212019198495,21.25
25,1.7376056853280805e-05,0.006644161344203168,21.25,1.7376072512088498e-05,0.011241838863371517,20.7
26,2.1347735763185123e-05,0.007271972331775341,21.1,2.1347745188281708e-05,0.009884750093795606,20.7
27,0.0001226997269906254,0.010646128534199197,18.75,0.00012874399096787935,0.012888364826169594,19.4
28,7.742842604641182e-05,0.01058908602638405,19.85,8.320133947748234e-05,0.01748307367216665,20.7
